VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,02/15/2021 02:49:03 PM,02/15/2021 02:51:39 PM,1.0,0.33,1.0,N,142.0,143.0,1.0,3.5,0.0,0.5,1.36,0.0,0.3,8.16,2.5
1,02/15/2021 02:29:57 PM,02/15/2021 02:38:44 PM,2.0,1.4,1.0,N,236.0,239.0,1.0,8.0,2.5,0.5,2.25,0.0,0.3,13.55,2.5
1,02/15/2021 02:46:45 PM,02/15/2021 03:01:33 PM,3.0,2.2,1.0,N,239.0,141.0,1.0,12.0,2.5,0.5,3.8,0.0,0.3,19.1,2.5
1,02/15/2021 02:25:07 PM,02/15/2021 02:35:17 PM,1.0,1.2,1.0,N,249.0,234.0,1.0,8.0,2.5,0.5,3.35,0.0,0.3,14.65,2.5
1,02/15/2021 02:48:58 PM,02/15/2021 02:55:21 PM,1.0,1.4,1.0,N,68.0,163.0,1.0,7.0,2.5,0.5,2.05,0.0,0.3,12.35,2.5
2,02/15/2021 02:03:17 PM,02/15/2021 02:36:43 PM,1.0,13.27,1.0,N,132.0,85.0,1.0,39.5,0.0,0.5,8.06,0.0,0.3,48.36,0.0
2,02/15/2021 02:12:30 PM,02/15/2021 02:23:26 PM,1.0,1.9,1.0,N,236.0,142.0,1.0,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
2,02/15/2021 02:49:30 PM,02/15/2021 02:56:24 PM,1.0,1.36,1.0,N,142.0,162.0,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
1,02/15/2021 02:02:09 PM,02/15/2021 02:09:19 PM,1.0,1.6,1.0,N,236.0,142.0,1.0,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
1,02/15/2021 02:25:28 PM,02/15/2021 02:28:41 PM,1.0,0.6,1.0,N,90.0,249.0,1.0,4.5,2.5,0.5,1.55,0.0,0.3,9.35,2.5
2,02/15/2021 02:32:04 PM,02/15/2021 02:44:07 PM,1.0,2.3,1.0,N,74.0,166.0,1.0,10.0,0.0,0.5,10.0,0.0,0.3,25.8,0.0
2,02/15/2021 02:47:43 PM,02/15/2021 02:59:05 PM,1.0,1.93,1.0,N,166.0,74.0,1.0,9.5,0.0,0.5,2.0,0.0,0.3,12.3,0.0
1,02/15/2021 02:05:13 PM,02/15/2021 02:14:24 PM,1.0,1.1,1.0,N,249.0,113.0,2.0,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
1,02/15/2021 02:28:50 PM,02/15/2021 02:46:26 PM,1.0,6.4,1.0,N,170.0,13.0,1.0,21.0,2.5,0.5,4.85,0.0,0.3,29.15,2.5
2,02/15/2021 02:03:15 PM,02/15/2021 02:30:27 PM,2.0,6.9,1.0,N,230.0,261.0,1.0,24.5,0.0,0.5,1.0,0.0,0.3,28.8,2.5
1,02/15/2021 02:07:11 PM,02/15/2021 02:14:31 PM,0.0,0.8,1.0,N,237.0,141.0,2.0,6.5,2.5,0.5,0.0,0.0,0.3,9.8,2.5
1,02/15/2021 02:38:20 PM,02/15/2021 02:43:35 PM,0.0,0.7,1.0,N,141.0,140.0,2.0,5.0,2.5,0.5,0.0,0.0,0.3,8.3,2.5
1,02/15/2021 02:04:49 PM,02/15/2021 02:11:23 PM,1.0,1.2,1.0,N,234.0,107.0,2.0,6.5,2.5,0.5,0.0,0.0,0.3,9.8,2.5
1,02/15/2021 02:31:31 PM,02/15/2021 02:38:48 PM,1.0,1.2,1.0,N,43.0,239.0,2.0,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
1,02/15/2021 02:48:00 PM,02/15/2021 03:03:15 PM,1.0,2.8,1.0,N,142.0,263.0,2.0,12.5,2.5,0.5,0.0,0.0,0.3,15.8,2.5
2,02/15/2021 02:15:44 PM,02/15/2021 02:24:03 PM,1.0,1.31,1.0,N,143.0,50.0,2.0,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
2,02/15/2021 02:49:52 PM,02/15/2021 02:55:37 PM,1.0,1.21,1.0,N,229.0,140.0,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
2,02/15/2021 02:06:46 PM,02/15/2021 02:11:10 PM,1.0,0.72,1.0,N,246.0,100.0,2.0,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
2,02/15/2021 02:27:49 PM,02/15/2021 02:52:07 PM,1.0,7.68,1.0,N,170.0,226.0,1.0,25.5,0.0,0.5,5.76,0.0,0.3,34.56,2.5
2,02/15/2021 02:27:29 PM,02/15/2021 02:38:06 PM,1.0,1.52,1.0,N,237.0,48.0,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
2,02/15/2021 02:40:54 PM,02/15/2021 02:41:59 PM,1.0,0.42,1.0,N,142.0,142.0,1.0,3.5,0.0,0.5,1.36,0.0,0.3,8.16,2.5
2,02/15/2021 02:52:48 PM,02/15/2021 02:57:46 PM,1.0,1.07,1.0,N,143.0,239.0,1.0,6.0,0.0,0.5,1.0,0.0,0.3,10.3,2.5
1,02/15/2021 02:22:14 PM,02/15/2021 02:29:54 PM,2.0,1.2,1.0,N,246.0,186.0,2.0,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
1,02/15/2021 02:34:57 PM,02/15/2021 02:47:58 PM,1.0,2.5,1.0,N,164.0,50.0,1.0,11.0,2.5,0.5,1.0,0.0,0.3,15.3,2.5
1,02/15/2021 02:59:46 PM,02/15/2021 03:12:01 PM,1.0,2.5,1.0,N,48.0,114.0,1.0,10.5,2.5,0.5,2.75,0.0,0.3,16.55,2.5
2,02/15/2021 02:11:52 PM,02/15/2021 02:19:31 PM,1.0,1.03,1.0,N,186.0,107.0,1.0,7.0,0.0,0.5,2.58,0.0,0.3,12.88,2.5
2,02/15/2021 02:23:30 PM,02/15/2021 02:40:43 PM,1.0,3.42,1.0,N,234.0,231.0,1.0,14.0,0.0,0.5,3.46,0.0,0.3,20.76,2.5
2,02/15/2021 02:24:26 PM,02/15/2021 02:57:57 PM,1.0,15.53,2.0,N,10.0,166.0,2.0,52.0,0.0,0.5,0.0,6.12,0.3,58.92,0.0
2,02/15/2021 02:14:53 PM,02/15/2021 02:21:07 PM,2.0,1.29,1.0,N,249.0,234.0,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
2,02/15/2021 02:25:36 PM,02/15/2021 02:34:01 PM,2.0,1.87,1.0,N,113.0,170.0,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
2,02/15/2021 02:06:58 PM,02/15/2021 02:18:50 PM,1.0,1.83,1.0,N,229.0,43.0,1.0,9.5,0.0,0.5,3.84,0.0,0.3,16.64,2.5
2,02/15/2021 02:49:59 PM,02/15/2021 03:01:53 PM,1.0,2.92,1.0,N,186.0,238.0,1.0,11.5,0.0,0.5,2.96,0.0,0.3,17.76,2.5
2,02/15/2021 02:06:42 PM,02/15/2021 02:17:58 PM,1.0,1.97,1.0,N,142.0,246.0,1.0,9.0,0.0,0.5,1.0,0.0,0.3,13.3,2.5
2,02/15/2021 02:31:17 PM,02/15/2021 02:38:10 PM,1.0,1.39,1.0,N,48.0,239.0,1.0,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
2,02/15/2021 02:40:21 PM,02/15/2021 02:44:16 PM,1.0,0.49,1.0,N,239.0,239.0,2.0,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
2,02/15/2021 02:53:10 PM,02/15/2021 03:04:17 PM,1.0,1.69,1.0,N,142.0,237.0,1.0,9.0,0.0,0.5,2.0,0.0,0.3,14.3,2.5
1,02/15/2021 02:06:26 PM,02/15/2021 02:14:31 PM,1.0,1.1,1.0,N,162.0,236.0,2.0,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
1,02/15/2021 02:24:23 PM,02/15/2021 02:29:54 PM,2.0,0.8,1.0,N,163.0,230.0,1.0,5.5,2.5,0.5,1.75,0.0,0.3,10.55,2.5
1,02/15/2021 02:38:16 PM,02/15/2021 02:46:13 PM,1.0,0.4,1.0,N,186.0,186.0,2.0,6.0,2.5,0.5,0.0,0.0,0.3,9.3,2.5
1,02/15/2021 02:53:20 PM,02/15/2021 02:58:45 PM,1.0,1.0,1.0,N,100.0,90.0,1.0,6.0,2.5,0.5,1.4,0.0,0.3,10.7,2.5
2,02/15/2021 02:06:49 PM,02/15/2021 02:34:17 PM,1.0,5.23,1.0,N,234.0,151.0,1.0,22.0,0.0,0.5,5.06,0.0,0.3,30.36,2.5
2,02/15/2021 02:49:01 PM,02/15/2021 02:51:32 PM,1.0,0.48,1.0,N,237.0,237.0,2.0,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
2,02/15/2021 02:55:49 PM,02/15/2021 03:04:30 PM,1.0,1.23,1.0,N,162.0,48.0,1.0,7.5,0.0,0.5,1.62,0.0,0.3,12.42,2.5
2,02/15/2021 01:57:52 PM,02/15/2021 02:19:33 PM,1.0,2.86,1.0,N,186.0,4.0,2.0,14.5,0.0,0.5,0.0,0.0,0.3,17.8,2.5
2,02/15/2021 02:24:44 PM,02/15/2021 02:29:48 PM,1.0,0.56,1.0,N,224.0,107.0,1.0,5.0,0.0,0.5,1.0,0.0,0.3,9.3,2.5
2,02/15/2021 02:44:33 PM,02/15/2021 02:50:23 PM,1.0,0.78,1.0,N,100.0,68.0,2.0,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5
2,02/15/2021 02:53:36 PM,02/15/2021 02:59:20 PM,1.0,1.17,1.0,N,186.0,50.0,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
2,02/15/2021 02:01:27 PM,02/15/2021 02:10:03 PM,1.0,1.86,1.0,N,186.0,114.0,1.0,8.0,0.0,0.5,2.83,0.0,0.3,14.13,2.5
2,02/15/2021 02:44:59 PM,02/15/2021 02:52:28 PM,1.0,1.21,1.0,N,107.0,249.0,1.0,6.5,0.0,0.5,2.94,0.0,0.3,12.74,2.5
2,02/15/2021 02:05:19 PM,02/15/2021 02:08:22 PM,6.0,0.91,1.0,N,161.0,164.0,1.0,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
2,02/15/2021 02:32:08 PM,02/15/2021 02:40:48 PM,6.0,1.15,1.0,N,113.0,90.0,1.0,7.5,0.0,0.5,1.5,0.0,0.3,12.3,2.5
2,02/15/2021 02:56:03 PM,02/15/2021 03:05:10 PM,6.0,1.58,1.0,N,68.0,249.0,1.0,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
2,02/15/2021 01:56:48 PM,02/15/2021 02:15:15 PM,5.0,2.97,1.0,N,186.0,141.0,1.0,14.0,0.0,0.5,3.46,0.0,0.3,20.76,2.5
2,02/15/2021 02:17:09 PM,02/15/2021 02:21:56 PM,2.0,0.89,1.0,N,151.0,239.0,1.0,5.5,0.0,0.5,1.32,0.0,0.3,10.12,2.5
2,02/15/2021 02:32:08 PM,02/15/2021 02:53:06 PM,2.0,4.05,1.0,N,236.0,249.0,1.0,16.5,0.0,0.5,4.95,0.0,0.3,24.75,2.5
2,02/15/2021 02:54:50 PM,02/15/2021 03:01:11 PM,1.0,1.11,1.0,N,90.0,246.0,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
2,02/15/2021 02:01:29 PM,02/15/2021 02:06:54 PM,1.0,0.89,1.0,N,186.0,234.0,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
2,02/15/2021 02:09:21 PM,02/15/2021 02:13:07 PM,1.0,0.85,1.0,N,90.0,170.0,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
2,02/15/2021 02:51:04 PM,02/15/2021 02:54:15 PM,1.0,0.59,1.0,N,140.0,141.0,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
2,02/15/2021 02:31:05 PM,02/15/2021 02:48:13 PM,1.0,3.46,1.0,N,220.0,20.0,2.0,15.0,0.0,0.5,0.0,0.0,0.3,15.8,0.0
2,02/15/2021 02:19:48 PM,02/15/2021 02:23:29 PM,1.0,0.99,1.0,N,141.0,236.0,1.0,5.0,0.0,0.5,1.24,0.0,0.3,9.54,2.5
2,02/15/2021 02:08:20 PM,02/15/2021 02:20:14 PM,1.0,2.57,1.0,N,142.0,236.0,1.0,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
2,02/15/2021 02:27:00 PM,02/15/2021 02:34:11 PM,1.0,1.44,1.0,N,236.0,238.0,2.0,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
2,02/15/2021 02:13:50 PM,02/15/2021 02:29:05 PM,6.0,4.62,1.0,N,151.0,243.0,1.0,16.5,0.0,0.5,3.46,0.0,0.3,20.76,0.0
2,02/15/2021 02:52:24 PM,02/15/2021 03:07:46 PM,6.0,4.12,1.0,N,244.0,75.0,2.0,15.0,0.0,0.5,0.0,0.0,0.3,15.8,0.0
1,02/15/2021 02:54:06 PM,02/15/2021 02:59:39 PM,1.0,0.7,1.0,N,141.0,237.0,1.0,5.5,2.5,0.5,1.75,0.0,0.3,10.55,2.5
2,02/15/2021 02:24:55 PM,02/15/2021 02:31:59 PM,1.0,1.85,1.0,N,229.0,107.0,1.0,7.5,0.0,0.5,2.0,0.0,0.3,12.8,2.5
2,02/15/2021 02:34:19 PM,02/15/2021 02:39:48 PM,1.0,0.95,1.0,N,234.0,170.0,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
2,02/15/2021 02:42:34 PM,02/15/2021 02:49:11 PM,1.0,1.22,1.0,N,170.0,186.0,2.0,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
2,02/15/2021 02:59:06 PM,02/15/2021 03:04:09 PM,1.0,0.86,1.0,N,230.0,229.0,1.0,5.5,0.0,0.5,2.2,0.0,0.3,11.0,2.5
2,02/15/2021 02:08:32 PM,02/15/2021 02:14:47 PM,1.0,0.78,1.0,N,113.0,79.0,1.0,6.0,0.0,0.5,2.33,0.0,0.3,11.63,2.5
2,02/15/2021 02:34:15 PM,02/15/2021 02:44:20 PM,1.0,1.9,1.0,N,79.0,162.0,1.0,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
2,02/15/2021 02:57:45 PM,02/15/2021 03:02:54 PM,1.0,0.85,1.0,N,107.0,137.0,1.0,5.5,0.0,0.5,0.5,0.0,0.3,9.3,2.5
2,02/15/2021 12:59:49 PM,02/16/2021 12:21:02 PM,5.0,6.23,1.0,N,114.0,238.0,1.0,22.0,0.0,0.5,5.06,0.0,0.3,30.36,2.5
2,02/15/2021 01:03:03 PM,02/15/2021 01:05:59 PM,5.0,0.8,1.0,N,237.0,141.0,2.0,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
1,02/15/2021 02:35:20 PM,02/15/2021 02:37:12 PM,1.0,0.2,1.0,N,237.0,162.0,1.0,3.5,2.5,0.5,1.5,0.0,0.3,8.3,2.5
1,02/15/2021 02:46:25 PM,02/15/2021 03:11:25 PM,1.0,9.0,1.0,N,234.0,56.0,1.0,27.5,2.5,0.5,7.35,6.12,0.3,44.27,2.5
1,02/15/2021 02:04:22 PM,02/15/2021 02:06:07 PM,1.0,0.3,1.0,N,163.0,163.0,2.0,3.5,2.5,0.5,0.0,0.0,0.3,6.8,2.5
1,02/15/2021 02:12:07 PM,02/15/2021 02:18:50 PM,1.0,1.7,1.0,N,161.0,237.0,1.0,7.0,2.5,0.5,2.05,0.0,0.3,12.35,2.5
1,02/15/2021 02:22:31 PM,02/15/2021 02:27:14 PM,1.0,0.5,1.0,N,237.0,237.0,1.0,5.0,2.5,0.5,1.66,0.0,0.3,9.96,2.5
2,02/15/2021 02:16:31 PM,02/15/2021 02:25:29 PM,1.0,1.44,1.0,N,90.0,249.0,2.0,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
2,02/15/2021 02:41:28 PM,02/15/2021 02:44:19 PM,1.0,0.69,1.0,N,48.0,142.0,1.0,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5
2,02/15/2021 02:45:17 PM,02/15/2021 02:56:01 PM,1.0,2.5,1.0,N,142.0,24.0,1.0,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
2,02/15/2021 02:09:42 PM,02/15/2021 02:12:54 PM,1.0,0.63,1.0,N,164.0,161.0,2.0,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
2,02/15/2021 02:20:47 PM,02/15/2021 02:31:42 PM,1.0,2.44,1.0,N,43.0,166.0,1.0,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
2,02/15/2021 02:32:49 PM,02/15/2021 02:39:07 PM,1.0,0.64,1.0,N,166.0,43.0,1.0,6.0,0.0,0.5,1.36,0.0,0.3,8.16,0.0
2,02/15/2021 02:04:50 PM,02/15/2021 02:14:02 PM,1.0,1.89,1.0,N,162.0,236.0,1.0,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5
2,02/15/2021 02:23:22 PM,02/15/2021 02:26:58 PM,1.0,0.93,1.0,N,236.0,75.0,1.0,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
2,02/15/2021 02:36:46 PM,02/15/2021 02:40:54 PM,1.0,0.79,1.0,N,41.0,151.0,1.0,5.0,0.0,0.5,1.0,0.0,0.3,6.8,0.0
2,02/15/2021 02:47:18 PM,02/15/2021 02:53:14 PM,1.0,1.14,1.0,N,239.0,142.0,1.0,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
2,02/15/2021 02:57:21 PM,02/15/2021 03:09:49 PM,1.0,1.84,1.0,N,43.0,263.0,1.0,10.0,0.0,0.5,2.0,0.0,0.3,15.3,2.5
2,02/15/2021 02:01:48 PM,02/15/2021 02:07:13 PM,6.0,0.95,1.0,N,186.0,246.0,2.0,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5
2,02/15/2021 02:14:04 PM,02/15/2021 02:20:14 PM,6.0,0.97,1.0,N,246.0,68.0,2.0,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
2,02/15/2021 02:50:18 PM,02/15/2021 02:54:54 PM,6.0,0.74,1.0,N,262.0,236.0,1.0,5.0,0.0,0.5,1.0,0.0,0.3,9.3,2.5
1,02/15/2021 02:08:19 PM,02/15/2021 02:18:04 PM,1.0,3.6,1.0,N,263.0,233.0,1.0,12.5,2.5,0.5,3.95,0.0,0.3,19.75,2.5
1,02/15/2021 02:21:10 PM,02/15/2021 02:26:45 PM,1.0,1.4,1.0,N,233.0,141.0,1.0,6.5,2.5,0.5,1.95,0.0,0.3,11.75,2.5
1,02/15/2021 02:32:04 PM,02/15/2021 02:34:43 PM,3.0,0.5,1.0,N,141.0,263.0,2.0,4.0,2.5,0.5,0.0,0.0,0.3,7.3,2.5
1,02/15/2021 02:46:32 PM,02/15/2021 02:50:23 PM,1.0,0.6,1.0,N,237.0,236.0,1.0,5.0,2.5,0.5,2.05,0.0,0.3,10.35,2.5
1,02/15/2021 02:57:04 PM,02/15/2021 03:04:38 PM,1.0,1.7,1.0,N,237.0,164.0,2.0,8.0,2.5,0.5,0.0,0.0,0.3,11.3,2.5
1,02/15/2021 02:48:30 PM,02/15/2021 02:51:10 PM,1.0,0.5,1.0,N,140.0,141.0,1.0,4.0,2.5,0.5,2.15,0.0,0.3,9.45,2.5
1,02/15/2021 02:57:12 PM,02/15/2021 03:06:09 PM,1.0,2.8,1.0,N,141.0,137.0,1.0,10.5,2.5,0.5,2.35,0.0,0.3,16.15,2.5
2,02/15/2021 02:47:47 PM,02/15/2021 03:07:38 PM,3.0,4.0,1.0,N,68.0,75.0,1.0,16.0,0.0,0.5,3.86,0.0,0.3,23.16,2.5
1,02/15/2021 02:07:25 PM,02/15/2021 02:12:48 PM,1.0,1.1,1.0,N,48.0,161.0,1.0,6.0,2.5,0.5,1.86,0.0,0.3,11.16,2.5
1,02/15/2021 02:14:05 PM,02/15/2021 02:20:19 PM,1.0,1.4,1.0,N,161.0,237.0,1.0,6.5,2.5,0.5,1.0,0.0,0.3,10.8,2.5
1,02/15/2021 02:35:19 PM,02/15/2021 02:39:28 PM,1.0,0.4,1.0,N,164.0,170.0,1.0,4.5,2.5,0.5,1.55,0.0,0.3,9.35,2.5
1,02/15/2021 02:57:06 PM,02/15/2021 03:08:09 PM,1.0,2.0,1.0,N,161.0,236.0,1.0,9.5,2.5,0.5,2.55,0.0,0.3,15.35,2.5
2,02/15/2021 02:00:30 PM,02/15/2021 02:15:32 PM,3.0,2.08,1.0,N,143.0,140.0,2.0,11.5,0.0,0.5,0.0,0.0,0.3,14.8,2.5
2,02/15/2021 02:44:49 PM,02/15/2021 02:55:08 PM,1.0,1.65,1.0,N,48.0,229.0,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
2,02/15/2021 02:47:18 PM,02/15/2021 02:56:08 PM,6.0,1.01,1.0,N,246.0,234.0,1.0,7.5,0.0,0.5,1.3,0.0,0.3,12.1,2.5
2,02/15/2021 02:44:04 PM,02/15/2021 03:03:37 PM,1.0,8.64,1.0,N,138.0,237.0,2.0,25.5,0.0,0.5,0.0,6.12,0.3,34.92,2.5
2,02/15/2021 02:47:04 PM,02/15/2021 03:00:59 PM,1.0,3.29,1.0,N,162.0,146.0,2.0,13.0,0.0,0.5,0.0,0.0,0.3,16.3,2.5
2,02/15/2021 02:28:14 PM,02/15/2021 02:33:03 PM,1.0,0.68,1.0,N,262.0,140.0,1.0,5.0,0.0,0.5,2.0,0.0,0.3,10.3,2.5
2,02/15/2021 02:28:20 PM,02/15/2021 02:43:45 PM,1.0,7.3,1.0,N,137.0,95.0,2.0,21.5,0.0,0.5,0.0,6.12,0.3,30.92,2.5
2,02/15/2021 02:09:01 PM,02/15/2021 02:18:45 PM,1.0,1.66,1.0,N,144.0,234.0,1.0,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
2,02/15/2021 02:21:42 PM,02/15/2021 02:27:36 PM,1.0,1.04,1.0,N,164.0,161.0,1.0,6.0,0.0,0.5,2.0,0.0,0.3,11.3,2.5
2,02/15/2021 02:37:21 PM,02/15/2021 02:55:23 PM,1.0,3.67,1.0,N,234.0,142.0,1.0,15.0,0.0,0.5,3.66,0.0,0.3,21.96,2.5
2,02/15/2021 02:58:18 PM,02/15/2021 03:03:20 PM,1.0,1.11,1.0,N,143.0,238.0,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
2,02/15/2021 02:03:08 PM,02/15/2021 02:09:21 PM,1.0,1.06,1.0,N,143.0,48.0,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
2,02/15/2021 02:19:42 PM,02/15/2021 02:24:00 PM,1.0,1.13,1.0,N,161.0,186.0,1.0,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
2,02/15/2021 02:03:06 PM,02/15/2021 02:24:17 PM,1.0,4.06,1.0,N,236.0,68.0,1.0,17.0,0.0,0.5,4.06,0.0,0.3,24.36,2.5
2,02/15/2021 02:31:39 PM,02/15/2021 02:37:17 PM,1.0,1.09,1.0,N,234.0,246.0,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
2,02/15/2021 02:45:55 PM,02/15/2021 02:53:34 PM,1.0,1.19,1.0,N,158.0,114.0,1.0,6.5,0.0,0.5,2.45,0.0,0.3,12.25,2.5
1,02/15/2021 02:19:09 PM,02/15/2021 02:28:39 PM,1.0,1.5,1.0,N,229.0,142.0,1.0,8.5,2.5,0.5,2.35,0.0,0.3,14.15,2.5
2,02/15/2021 02:01:58 PM,02/15/2021 02:10:50 PM,2.0,1.8,1.0,N,249.0,161.0,1.0,8.5,0.0,0.5,2.95,0.0,0.3,14.75,2.5
2,02/15/2021 02:17:39 PM,02/15/2021 02:30:28 PM,1.0,3.52,1.0,N,161.0,4.0,1.0,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
2,02/15/2021 02:57:32 PM,02/15/2021 03:07:10 PM,1.0,1.33,1.0,N,162.0,48.0,1.0,8.0,0.0,0.5,1.0,0.0,0.3,12.3,2.5
2,02/15/2021 02:46:12 PM,02/15/2021 03:04:04 PM,1.0,2.84,1.0,N,100.0,144.0,1.0,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
1,02/15/2021 02:00:31 PM,02/15/2021 02:07:06 PM,2.0,1.6,1.0,N,48.0,90.0,1.0,7.0,2.5,0.5,1.0,0.0,0.3,11.3,2.5
1,02/15/2021 02:09:42 PM,02/15/2021 02:17:47 PM,1.0,1.4,1.0,N,234.0,162.0,2.0,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
1,02/15/2021 02:27:23 PM,02/15/2021 02:34:51 PM,1.0,1.1,1.0,N,162.0,48.0,1.0,6.5,2.5,0.5,1.95,0.0,0.3,11.75,2.5
1,02/15/2021 02:52:50 PM,02/15/2021 02:56:49 PM,1.0,0.5,1.0,N,186.0,68.0,1.0,4.5,2.5,0.5,1.55,0.0,0.3,9.35,2.5
2,02/15/2021 02:26:03 PM,02/15/2021 02:26:11 PM,1.0,0.0,1.0,N,132.0,132.0,2.0,2.5,0.0,0.5,0.0,0.0,0.3,3.3,0.0
2,02/15/2021 02:26:56 PM,02/15/2021 02:58:26 PM,1.0,17.92,2.0,N,132.0,79.0,1.0,52.0,0.0,0.5,12.28,6.12,0.3,73.7,2.5
1,02/15/2021 02:57:12 PM,02/15/2021 03:08:31 PM,1.0,1.4,1.0,N,164.0,230.0,1.0,9.0,2.5,0.5,2.45,0.0,0.3,14.75,2.5
2,02/15/2021 02:46:47 PM,02/15/2021 02:58:45 PM,2.0,3.08,1.0,N,132.0,132.0,2.0,12.5,0.0,0.5,0.0,0.0,0.3,13.3,0.0
2,02/15/2021 02:07:21 PM,02/15/2021 02:15:50 PM,1.0,1.36,1.0,N,163.0,142.0,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
2,02/15/2021 02:49:34 PM,02/15/2021 03:01:57 PM,1.0,1.49,1.0,N,43.0,237.0,1.0,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
2,02/15/2021 02:13:28 PM,02/15/2021 02:22:43 PM,1.0,1.63,1.0,N,41.0,42.0,4.0,-8.5,0.0,-0.5,0.0,0.0,-0.3,-9.3,0.0
2,02/15/2021 02:13:28 PM,02/15/2021 02:22:43 PM,1.0,1.63,1.0,N,41.0,42.0,2.0,8.5,0.0,0.5,0.0,0.0,0.3,9.3,0.0
2,02/15/2021 02:49:57 PM,02/15/2021 03:00:33 PM,1.0,1.7,1.0,N,163.0,164.0,1.0,9.0,0.0,0.5,2.0,0.0,0.3,14.3,2.5
2,02/15/2021 02:19:33 PM,02/15/2021 02:29:50 PM,1.0,6.52,1.0,N,132.0,265.0,2.0,19.0,0.0,0.5,0.0,0.0,0.3,19.8,0.0
2,02/15/2021 02:02:14 PM,02/15/2021 02:17:11 PM,1.0,4.12,1.0,N,163.0,79.0,1.0,15.0,0.0,0.5,3.66,0.0,0.3,21.96,2.5
2,02/15/2021 02:19:04 PM,02/15/2021 02:28:07 PM,1.0,1.13,1.0,N,79.0,249.0,1.0,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
2,02/15/2021 02:31:42 PM,02/15/2021 02:37:46 PM,1.0,0.96,1.0,N,125.0,113.0,1.0,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
2,02/15/2021 02:29:19 PM,02/15/2021 02:54:57 PM,1.0,5.06,1.0,N,24.0,170.0,1.0,20.0,0.0,0.5,3.0,0.0,0.3,26.3,2.5
